CRD300, 3, 4026, 4026.0,4026.0,4026.0,4026.0,0.0,9.666666666666666,0.05213333333333335,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,
CRD500, 5, 6908, 6908.0,6921.0,6915.066666666667,6915.0,3.076190476190472,145.66666666666666,4.319533333333334,6916.0,6915.0,6916.0,6908.0,6921.0,6916.0,6921.0,6915.0,6915.0,6921.0,6908.0,6915.0,6916.0,6908.0,6915.0,
CRD700, 10, 11235, 11235.0,11315.0,11277.666666666666,11315.0,42.66666666666671,260.06666666666666,4.5968,11235.0,11235.0,11315.0,11235.0,11315.0,11315.0,11235.0,11235.0,11315.0,11235.0,11315.0,11235.0,11315.0,11315.0,11315.0,
CRD102, 10, 13365, 13365.0,13386.0,13370.6,13365.0,8.800000000000182,336.46666666666664,4.986066666666667,13386.0,13365.0,13365.0,13365.0,13386.0,13365.0,13365.0,13365.0,13365.0,13386.0,13365.0,13365.0,13365.0,13386.0,13365.0,
