CRD300,3,4026,4026,4026,4026,4026,0,13.3,0.0952,4026,4026,4026,4026,4026,4026,4026,4026,4026,4026
CRD301,3,3793,3793,3796,3793.3,3793,0.6,229.6,0.7656,3793,3793,3793,3793,3793,3793,3793,3793,3793,3796
CRD302,3,4293,4293,4293,4293,4293,0,45.4,0.1352,4293,4293,4293,4293,4293,4293,4293,4293,4293,4293
CRD300,5,5026,5026,5026,5026,5026,0,20.6,0.0564,5026,5026,5026,5026,5026,5026,5026,5026,5026,5026
CRD301,5,4648,4648,4648,4648,4648,0,3.9,0.0131,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648
CRD302,5,5425,5425,5425,5425,5425,0,287.5,0.6543,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425
CRD500,3,5512,5512,5512,5512,5512,0,10.6,0.0791,5512,5512,5512,5512,5512,5512,5512,5512,5512,5512
CRD501,3,5813,5813,5814,5813.3,5813,0.466666667,209.3,2.1766,5813,5814,5813,5813,5813,5814,5813,5813,5814,5813
CRD502,3,5590,5590,5590,5590,5590,0,16.8,0.099,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590
CRD500,5,6908,6908,6921,6915.2,6916,3.288888889,41.5,3.5536,6908,6908,6915,6916,6921,6915,6921,6916,6916,6916
CRD501,5,7204,7204,7267,7223.7,7204,26.26666667,157.7,2.2589,7204,7254,7254,7204,7204,7204,7204,7267,7204,7238
CRD502,5,7277,7277,7295,7285.2,7283.5,4.044444444,277.3,4.25,7288,7283,7288,7283,7277,7288,7283,7283,7284,7295
CRD500,10,9633,9633,9633,9633,9633,0,34.8,0.1743,9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
CRD501,10,9743,9743,9776,9749.6,9743,11.73333333,131,1.3176,9776,9743,9743,9743,9743,9743,9776,9743,9743,9743
CRD502,10,9855,9855,9855,9855,9855,0,37.2,0.2058,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855
CRD700,3,6516,6516,6516,6516,6516,0,119.8,1.1743,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516
CRD701,3,6586,6586,6587,6586.7,6587,0.466666667,78.5,5.3686,6587,6587,6586,6587,6587,6586,6586,6587,6587,6587
CRD702,3,7053,7053,7076,7065.9,7068,5.733333333,285.9,6.8917,7069,7069,7066,7068,7076,7068,7053,7066,7053,7071
CRD700,5,8134,8134,8144,8137,8134,4,336,4.8307,8134,8139,8134,8144,8144,8134,8139,8134,8134,8134
CRD701,5,7943,7943,7969,7947.4,7943,6.844444444,128.9,2.7159,7943,7952,7943,7943,7943,7969,7943,7943,7952,7943
CRD702,5,8419,8419,8435,8425.4,8419,8.533333333,224,3.8201,8419,8419,8435,8419,8419,8435,8419,8435,8435,8419
CRD700,10,11235,11235,11315,11259,11235,37.33333333,150.1,2.7057,11235,11315,11235,11235,11315,11235,11235,11235,11235,11315
CRD701,10,11373,11373,11435,11392,11389,9.555555556,198.8,6.3378,11388,11388,11435,11388,11373,11390,11388,11390,11390,11390
CRD702,10,11979,11979,11979,11979,11979,0,106.2,0.8849,11979,11979,11979,11979,11979,11979,11979,11979,11979,11979
CRD100,5,9283,9255,9282,9273.6,9275.5,7.555555556,316.7,4.5979,9282,9272,9273,9282,9255,9261,9278,9279,9281,9273
CRD101,5,9557,9557,9607,9574.8,9569,14.8,554.1,12.8411,9562,9557,9596,9569,9562,9569,9607,9569,9569,9588
CRD102,5,9636,9622,9676,9640.8,9635,11.28888889,361.4,8.206,9676,9641,9654,9622,9635,9635,9634,9634,9643,9634
CRD100,10,12916,12916,12974,12927.6,12916,20.62222222,313.8,6.8876,12916,12916,12974,12916,12974,12916,12916,12916,12916,12916
CRD101,10,13026,13026,13073,13043.3,13037.5,17.35555556,485.7,11.0952,13073,13034,13026,13072,13038,13026,13063,13038,13026,13037
CRD102,10,13365,13365,13386,13370.3,13365,8.244444444,355.5,6.2427,13381,13365,13365,13365,13365,13386,13365,13365,13365,13381
