SYM300,3,1197,1197,1197,1197,1197,0,4.4,0.1178,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197
SYM301,3,1435,1435,1435,1435,1435,0,6.4,0.1018,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435
SYM302,3,1408,1408,1408,1408,1408,0,2.3,0.0415,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408
SYM300,5,1765,1765,1828,1790.2,1765,33.6,30.8,3.7846,1765,1765,1765,1828,1765,1765,1828,1828,1828,1765
SYM301,5,2090,2104,2155,2120.1,2108,21.48888889,71.2,8.9246,2112,2152,2155,2104,2104,2104,2150,2112,2104,2104
SYM302,5,2008,2008,2088,2047.5,2071,35.11111111,96.8,6.1903,2008,2071,2008,2008,2071,2088,2071,2071,2008,2071
SYM500,3,1278,1278,1296,1282.4,1278,6.844444444,329,12.5096,1278,1278,1278,1278,1278,1278,1278,1291,1291,1296
SYM501,3,1178,1178,1194,1182.6,1178,6.133333333,97.1,10.2987,1188,1188,1194,1178,1178,1178,1188,1178,1178,1178
SYM502,3,1615,1615,1615,1615,1615,0,47.5,1.1273,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615
SYM500,5,2054,2054,2108,2075.7,2077.5,20.33333333,382.6,15.4083,2054,2108,2054,2106,2054,2084,2054,2071,2088,2084
SYM501,5,1760,1760,1877,1782.1,1766.5,26.6,210.2,12.3146,1773,1788,1760,1760,1801,1782,1877,1760,1760,1760
SYM502,5,2525,2538,2596,2548.7,2541,13.46666667,285.6,19.7501,2562,2541,2538,2541,2596,2541,2541,2545,2541,2541
SYM500,10,4121,4121,4579,4186,4121,101.1111111,110.4,5.9137,4217,4121,4121,4121,4579,4217,4121,4121,4121,4121
SYM501,10,4166,4166,4628,4212.2,4166,92.4,78.1,2.4791,4166,4166,4166,4166,4166,4166,4166,4166,4166,4628
SYM502,10,4979,4979,5247,5046.5,4979,105,66.7,5.2931,4979,5118,4979,5247,4979,4979,4979,5247,4979,4979
SYM700,3,1360,1360,1365,1362.6,1362,2.133333333,250.2,30.5207,1360,1360,1362,1365,1362,1365,1362,1360,1365,1365
SYM701,3,1448,1448,1451,1449.8,1450,0.577777778,704.2,39.2924,1450,1449,1450,1451,1450,1450,1450,1448,1450,1450
SYM702,3,1521,1521,1521,1521,1521,0,103.7,3.8978,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
SYM700,5,2028,2037,2144,2103.9,2102,20.77777778,453.2,31.0205,2124,2144,2092,2112,2099,2105,2099,2037,2128,2099
SYM701,5,2165,2165,2314,2207.9,2184,42.28888889,598.9,27.6123,2183,2165,2222,2314,2201,2165,2278,2185,2183,2183
SYM702,5,2210,2220,2367,2273.2,2261,42,641.6,30.3171,2234,2275,2281,2275,2247,2220,2357,2242,2367,2234
SYM700,10,4979,4979,5278,5147.2,5161.5,105.5555556,233.9,22.709,5235,4979,5124,4979,5055,5265,5234,5124,5278,5199
SYM701,10,4787,4885,5161,4951,4920,56,109.3,24.6512,4920,4920,4920,4972,4972,4885,5161,4920,4920,4920
SYM702,10,4997,5129,5309,5191.2,5172.5,64.44444444,133.9,25.4175,5258,5129,5226,5129,5258,5150,5195,5129,5309,5129
