E250.1, 3, 12.03, 12.012638842943792,12.02990995469617,12.024913962739653,12.027745110681018,0.005308765461667063,408.6666666666667,46.670533333333324,12.029534885891156,12.019994003828208,12.029148127011734,12.027745110681018,12.012638842943792,12.024268170805964,12.028717961629436,12.02990995469617,12.01556132574013,12.029529210536282,12.01494611214851,12.026833388621164,12.025891840521862,12.029081434958847,12.02990907108054,
E250.2, 3, 11.68, 11.679884943461529,11.758931921788188,11.706697779393137,11.704762622802889,0.019925265291426415,828.2,90.58760000000001,11.688223427004246,11.692431515443747,11.753389465590274,11.690945735913747,11.687008139827118,11.710153222650037,11.733617416005597,11.70512196216029,11.716873727971596,11.705078329667781,11.679884943461529,11.758931921788188,11.704762622802889,11.682251763275875,11.691792497334184,
E250.3, 3, 11.79, 11.779285843878064,11.806988784571555,11.7899738250825,11.78768315265309,0.00610105267969731,707.1333333333333,75.74793333333334,11.806988784571555,11.783131519403803,11.786641174690457,11.783641491381854,11.78972934848588,11.788430150357593,11.78768315265309,11.779285843878064,11.79938495314624,11.787558926326286,11.784606109524818,11.78636676011313,11.78993023033463,11.799414889865652,11.79681404150442,
E250.4, 3, 12.11, 12.09611181113278,12.109186902059179,12.105822500899405,12.107123734981801,0.0025469035412075364,377.73333333333335,42.218133333333334,12.107488682553168,12.104180949415031,12.09611181113278,12.103494001368546,12.105160230991189,12.107123734981801,12.102366818291726,12.107626918112027,12.107588964841746,12.109186902059179,12.109067806887024,12.10610971420288,12.105792869408713,12.107471286178082,12.108566823067198,
E250.5, 3, 11.87, 11.837892467878614,11.896493740479508,11.864469072283942,11.865302083362181,0.0067534916282283265,405.2,46.77813333333334,11.867396993932909,11.86399703233049,11.867653622654577,11.837892467878614,11.853114944731125,11.867073185200214,11.896493740479508,11.862905343146137,11.866192637000069,11.864441168624914,11.866065104297903,11.866284294243647,11.857189035594764,11.86503443078206,11.865302083362181,
E250.1, 5, 15.05, 15.009058792911,15.0521649102203,15.037947198817722,15.039460289368126,0.007933761896265728,515.2666666666667,51.84386666666666,15.042034843623966,15.0521649102203,15.035794321886213,15.045420918749677,15.026179857115485,15.009058792911,15.038969242867735,15.028901907401378,15.039460289368126,15.047798386916519,15.04213126574801,15.034264781500678,15.04383582727025,15.044223423429122,15.038969213257381,
E250.2, 5, 14.76, 14.75703147042245,15.64872315941372,14.888983101086572,14.812394862187722,0.13389441629488935,759.5333333333333,77.44813333333333,14.899860621536712,14.799996310688144,14.858961909672288,14.889429486325977,15.009083263157546,14.819496193363795,14.771528474086084,15.64872315941372,14.812394862187722,14.764425889364457,14.797797810342736,14.761298309488074,14.935079889063132,14.75703147042245,14.809638867185743,
E250.3, 5, 14.60, 14.576089576409414,16.04537672376216,14.705329027649197,14.599945063276074,0.19143538515899497,809.4666666666667,78.08753333333334,14.591620418421645,14.610718100573004,14.598931025436684,14.645808571867825,16.04537672376216,14.653543913584938,14.5874633337373,14.588413135385636,14.599945063276074,14.59688525314344,14.576089576409414,14.650218370628007,14.638498903845676,14.596433592220166,14.599989432445987,
E250.4, 5, 15.12, 15.119769534717673,15.31273593928839,15.210136827412233,15.200074030270645,0.041097310327501066,847.8666666666667,100.17613333333334,15.200433283095514,15.180128260141633,15.200074030270645,15.199606786282544,15.1589807649117,15.296431595902817,15.119769534717673,15.188830977262118,15.223425362629904,15.23614909722234,15.243862976784229,15.187924697317554,15.167801940418194,15.31273593928839,15.23589716493821,
E250.5, 5, 14.96, 14.931836472425733,15.367460606751044,14.990568256410434,14.95651202763882,0.0636022951848334,662.9333333333333,73.67326666666666,14.963720470146662,15.367460606751044,14.950358657243486,14.95753276079732,14.961608524582484,14.948079321398769,15.054447953681443,14.950850467687951,14.954866716409601,14.955249350829341,14.995012275092638,14.953066067009392,14.95651202763882,14.957922174461803,14.931836472425733,
