CRD300, 3, 4026, 4026.0,4026.0,4026.0,4026.0,0.0,0.0,0.1508,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,4026.0,
CRD502, 5, 7277, 7277.0,7283.0,7280.6,7283.0,3.1999999999999194,0.0,1.6084,7283.0,7277.0,7277.0,7277.0,7283.0,7283.0,7283.0,7277.0,7283.0,7283.0,
CRD700, 10, 11235, 11235.0,11315.0,11276.2,11281.0,36.622222222222064,0.0,3.3891,11315.0,11315.0,11315.0,11235.0,11235.0,11281.0,11315.0,11235.0,11281.0,11235.0,
CRD102, 10, 13365, 13365.0,13450.0,13386.2,13368.0,28.53333333333366,0.0,5.4139,13368.0,13368.0,13365.0,13450.0,13365.0,13365.0,13368.0,13391.0,13446.0,13376.0,
