ALM100,5,5318,5317,5350,5322.5,5318,7.689655172,451.7333333,12.0992,5321,5318,5317,5317,5317,5317,5317,5337,5317,5317,5350,5318,5318,5330,5318,5317,5317,5317,5339,5339,5317,5337,5318,5337,5320,5317,5318,5318,5317,5318
ALM101,5,5022,5022,5047,5024.766667,5022,4.579310345,386.8,9.6139,5022,5032,5022,5022,5022,5035,5022,5022,5022,5022,5022,5047,5022,5022,5029,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5022,5043,5022,5029,5022
ALM102,5,5428,5428,5462,5433.233333,5428,7.250574713,461.2,12.78723333,5428,5428,5428,5428,5428,5428,5438,5428,5433,5428,5441,5428,5449,5433,5428,5428,5428,5428,5428,5428,5462,5428,5428,5428,5452,5447,5428,5446,5436,5428
ALM100,10,7164,7164,7164,7164,7164,0,156.0333333,3.941266667,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164
ALM101,10,6886,6886,6886,6886,6886,0,227.2333333,5.855966667,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886
ALM102,10,7382,7382,7403,7386.2,7382,6.951724138,323.7,10.46623333,7382,7382,7382,7382,7382,7382,7382,7382,7382,7382,7382,7403,7403,7382,7382,7382,7382,7403,7403,7382,7382,7382,7403,7382,7403,7382,7382,7382,7382,7382
ALM200,5,7072,7027,7072,7067.133333,7069,4.496551724,355.5666667,34.12523333,7027,7060,7072,7065,7068,7065,7068,7071,7070,7071,7071,7064,7066,7071,7069,7072,7072,7070,7071,7069,7069,7072,7071,7069,7069,7065,7060,7067,7072,7068
ALM201,5,7170,7156,7470,7178.4,7168.5,21.9862069,430.6,35.95273333,7170,7168,7168,7156,7170,7167,7169,7163,7161,7169,7170,7170,7170,7163,7167,7181,7171,7470,7159,7169,7166,7203,7166,7165,7170,7170,7163,7166,7162,7170
ALM202,5,7522,7507,7522,7516.833333,7518.5,3.816091954,381.5666667,33.52933333,7509,7519,7521,7514,7515,7518,7519,7518,7515,7507,7507,7519,7520,7522,7522,7517,7517,7522,7516,7521,7519,7519,7521,7519,7522,7509,7519,7511,7510,7518
ALM200,10,9572,9568,9737,9642.433333,9637,37.05977011,726.8333333,68.873,9600,9568,9624,9636,9577,9637,9705,9631,9730,9596,9635,9622,9637,9592,9737,9666,9624,9672,9642,9602,9707,9592,9676,9666,9644,9667,9701,9569,9663,9655
ALM201,10,9792,9771,10060,9901.033333,9886.5,84.93103448,678.8666667,68.29506667,10037,9822,9994,9771,10060,9922,9781,9822,9867,9824,9817,9984,9792,9934,9792,9992,9858,10018,10005,9940,10032,9841,9823,10033,9852,9983,9777,9845,9906,9907
ALM202,10,9933,9967,10137,10018.03333,10010.5,27.62758621,763.1666667,71.79756667,10070,10045,10033,10000,10010,10015,10003,10137,9967,10012,10059,9991,10037,9995,10032,10008,10000,9972,10008,9973,9967,10025,10004,9993,10021,10011,10028,9995,10027,10103
ALM300,5,8903,8883,8936,8901.966667,8902,4.52183908,559.8333333,93.555,8900,8903,8901,8936,8903,8902,8902,8903,8898,8902,8903,8895,8900,8925,8903,8898,8899,8902,8901,8883,8902,8903,8903,8898,8903,8898,8902,8890,8902,8899
ALM301,5,8739,8724,8739,8734.2,8735,3.503448276,432.9,82.60096667,8731,8728,8729,8738,8733,8738,8739,8738,8739,8730,8734,8735,8737,8736,8733,8734,8735,8737,8728,8730,8724,8739,8739,8730,8739,8737,8737,8735,8730,8734
ALM302,5,9091,9071,9091,9086.2,9088,3.682758621,426.7666667,76.02476667,9086,9081,9091,9091,9089,9071,9086,9088,9087,9088,9090,9089,9089,9091,9073,9086,9088,9077,9090,9085,9084,9085,9081,9086,9091,9090,9089,9089,9088,9087
ALM300,10,12355,12335,12926,12422.43333,12398.5,64.29195402,737.2333333,141.8883667,12391,12376,12335,12351,12429,12463,12355,12462,12372,12437,12353,12543,12421,12385,12926,12347,12354,12398,12472,12355,12438,12342,12514,12398,12347,12399,12399,12416,12431,12464
ALM301,10,12029,11991,12318,12066.96667,12032.5,52.30344828,665.2333333,122.9227,12024,12062,12027,12036,12143,12108,12029,12025,12006,12068,12027,12089,12318,12141,12012,12087,12026,12021,12103,12024,12165,12054,11991,12026,12087,12100,12020,12018,12153,12019
ALM302,10,12431,12415,13982,12553.46667,12493.5,138.6390805,654.7666667,133.7676667,12589,12429,12548,12701,12549,12456,12428,12431,12496,12491,12446,13982,12429,12420,12508,12561,12415,12429,12423,12496,12736,12420,12446,12602,12691,12432,12496,12576,12496,12482
ALM400,5,10321,10301,10321,10314,10315.5,6.068965517,450.2666667,139.2471333,10318,10320,10301,10315,10301,10301,10313,10311,10320,10321,10321,10309,10319,10316,10318,10301,10321,10312,10312,10306,10312,10320,10320,10321,10310,10321,10310,10320,10309,10321
ALM401,5,10350,10339,10350,10345.9,10346,2.668965517,539.0333333,203.1965667,10343,10350,10349,10343,10347,10342,10348,10350,10346,10343,10350,10350,10347,10345,10348,10343,10348,10339,10343,10350,10349,10344,10346,10344,10342,10349,10343,10344,10346,10346
ALM402,5,10115,10100,10115,10111.6,10113.5,3.406896552,492.7333333,183.5512333,10115,10104,10105,10114,10114,10112,10114,10114,10100,10104,10114,10113,10115,10115,10111,10107,10113,10115,10114,10115,10115,10115,10114,10112,10110,10113,10107,10115,10107,10112
ALM400,10,14191,14177,15103,14381.66667,14369,99.01149425,788.8,346.5560667,14335,14259,14395,14405,14310,14404,14481,14177,14443,14310,14242,14483,14344,14277,14399,14282,14445,14389,14457,14294,14355,14483,14436,14367,14195,15103,14371,14335,14456,14218
ALM401,10,14156,14121,15031,14281.6,14156,182.4275862,619,252.0078333,14153,14128,14247,14656,14155,14133,14314,14766,14121,14149,14156,14207,14153,14207,14167,14139,14156,14132,14147,14153,14123,14299,14156,14226,14975,14408,14449,14187,15031,14155
ALM402,10,13880,13843,14821,14024.93333,13966,141.9862069,656.9666667,261.9392333,13942,13875,14050,14027,13931,13876,13869,14100,14091,13963,14333,13878,13869,13988,13868,13876,13940,13969,14821,14172,13943,14313,13981,14143,14127,14059,13903,13876,13843,14122
ALM400,20,19676,19639,20288,19774.26667,19731,110.8505747,605.3666667,387.5637667,19903,19793,19764,19958,19724,19838,19676,19697,20005,19769,19771,19670,19738,19878,19667,19660,19781,20288,19674,19639,19675,19645,19753,19670,19675,19672,19674,19920,19986,19665
ALM401,20,19557,19506,20816,19695.8,19561.5,196.3724138,582.7333333,347.4388333,20050,19579,19537,19562,19555,19674,19552,19592,19554,19561,20816,19552,19553,19579,19989,19546,19555,19547,19556,19555,19817,20334,19695,19506,19545,19794,19604,19638,19918,19559
ALM402,20,19600,19540,20695,19709.93333,19595,197.816092,555.6666667,313.755,19591,19540,19614,20695,19587,19543,19594,20206,19566,19590,19624,20408,19568,19596,19584,19578,19604,19542,19591,19619,19632,19586,19575,19640,19708,19557,19614,20318,19791,19637
ALM500,5,11119,11102,11183,11117.7,11116,7.082758621,471.7,236.1643333,11111,11116,11114,11117,11116,11119,11119,11117,11114,11119,11117,11115,11108,11102,11119,11109,11119,11115,11119,11114,11117,11110,11102,11117,11110,11112,11146,11183,11116,11119
ALM501,5,11504,11489,11504,11500.76667,11501.5,2.703448276,479.5333333,263.6243667,11504,11502,11501,11499,11501,11500,11503,11497,11504,11499,11503,11503,11504,11502,11502,11504,11500,11494,11498,11500,11500,11504,11504,11494,11501,11503,11504,11504,11500,11489
ALM502,5,11243,11204,11276,11241.36667,11241.5,5.551724138,513.0666667,256.7161667,11236,11238,11240,11240,11234,11239,11239,11243,11243,11241,11243,11241,11243,11241,11232,11243,11243,11242,11271,11276,11204,11242,11242,11243,11241,11239,11243,11235,11242,11242
ALM500,10,15258,15235,15976,15365.16667,15271,133.1149425,630.6,417.1984333,15246,15262,15525,15428,15477,15239,15369,15547,15249,15249,15254,15501,15246,15457,15662,15258,15247,15235,15428,15577,15247,15254,15241,15328,15257,15279,15976,15349,15263,15305
ALM501,10,15807,15786,16912,15949.03333,15850,184.1218391,738.9,446.5225333,16208,15848,16233,15933,15802,15885,15797,15804,15854,16570,15804,15851,15849,15858,15805,15996,16444,15858,15804,15807,15804,15917,15786,15812,15817,15805,15851,16912,15950,15807
