ALM100, 5, 5318, 5330.0,5439.0,5367.066666666667,5358.0,21.531034482758606,0.0,4.693966666666667,5439.0,5376.0,5353.0,5349.0,5338.0,5346.0,5407.0,5352.0,5365.0,5352.0,5363.0,5333.0,5349.0,5404.0,5339.0,5343.0,5382.0,5402.0,5330.0,5356.0,5377.0,5355.0,5394.0,5360.0,5356.0,5372.0,5404.0,5356.0,5388.0,5372.0,
ALM101, 5, 5022, 5022.0,5170.0,5056.966666666666,5047.5,33.68045977011482,0.0,4.462633333333332,5022.0,5022.0,5079.0,5114.0,5022.0,5058.0,5039.0,5108.0,5047.0,5022.0,5022.0,5143.0,5118.0,5087.0,5170.0,5022.0,5022.0,5062.0,5050.0,5029.0,5032.0,5107.0,5052.0,5022.0,5069.0,5022.0,5022.0,5022.0,5048.0,5055.0,
ALM102, 5, 5428, 5428.0,5611.0,5469.433333333333,5462.5,23.266666666666676,0.0,4.596833333333334,5462.0,5611.0,5453.0,5441.0,5478.0,5445.0,5476.0,5516.0,5488.0,5454.0,5462.0,5471.0,5469.0,5428.0,5462.0,5462.0,5474.0,5433.0,5510.0,5428.0,5473.0,5454.0,5455.0,5463.0,5478.0,5473.0,5428.0,5500.0,5492.0,5444.0,
ALM100, 10, 7164, 7164.0,7274.0,7187.333333333333,7195.0,20.39080459770117,0.0,3.215666666666666,7164.0,7195.0,7238.0,7182.0,7195.0,7195.0,7274.0,7195.0,7195.0,7164.0,7164.0,7177.0,7164.0,7195.0,7200.0,7195.0,7164.0,7200.0,7164.0,7195.0,7195.0,7164.0,7164.0,7236.0,7164.0,7195.0,7195.0,7164.0,7164.0,7164.0,
ALM101, 10, 6886, 6886.0,6968.0,6888.933333333333,6886.0,5.452873563218449,0.0,3.703133333333333,6886.0,6886.0,6886.0,6886.0,6886.0,6888.0,6886.0,6886.0,6888.0,6886.0,6886.0,6888.0,6886.0,6968.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,6886.0,
ALM102, 10, 7382, 7382.0,7503.0,7394.133333333333,7382.0,16.606896551724088,0.0,5.100133333333333,7382.0,7403.0,7382.0,7503.0,7411.0,7382.0,7382.0,7382.0,7382.0,7417.0,7382.0,7382.0,7403.0,7382.0,7382.0,7382.0,7409.0,7382.0,7382.0,7382.0,7417.0,7382.0,7389.0,7411.0,7414.0,7389.0,7382.0,7382.0,7382.0,7382.0,
ALM200, 5, 7072, 7061.0,7251.0,7131.1,7138.0,37.268965517241355,0.0,22.078133333333334,7146.0,7141.0,7158.0,7175.0,7136.0,7131.0,7105.0,7071.0,7251.0,7141.0,7141.0,7151.0,7194.0,7088.0,7069.0,7073.0,7072.0,7129.0,7178.0,7066.0,7140.0,7092.0,7180.0,7195.0,7152.0,7126.0,7081.0,7061.0,7131.0,7159.0,
ALM201, 5, 7225, 7201.0,7309.0,7231.766666666666,7224.0,19.268965517241227,0.0,16.352633333333333,7210.0,7223.0,7225.0,7221.0,7230.0,7225.0,7231.0,7223.0,7204.0,7224.0,7221.0,7216.0,7279.0,7222.0,7309.0,7217.0,7245.0,7224.0,7225.0,7223.0,7204.0,7309.0,7224.0,7225.0,7249.0,7279.0,7224.0,7201.0,7217.0,7224.0,
ALM202, 5, 7522, 7495.0,7699.0,7552.433333333333,7532.5,37.94712643678162,0.0,21.955133333333333,7589.0,7543.0,7540.0,7516.0,7518.0,7503.0,7588.0,7520.0,7521.0,7495.0,7563.0,7520.0,7522.0,7559.0,7595.0,7551.0,7637.0,7522.0,7522.0,7521.0,7699.0,7522.0,7587.0,7617.0,7522.0,7600.0,7525.0,7551.0,7512.0,7593.0,
ALM200, 10, 9572, 9574.0,9984.0,9769.066666666668,9768.5,90.9701149425288,0.0,20.8061,9684.0,9902.0,9723.0,9877.0,9898.0,9787.0,9671.0,9704.0,9815.0,9803.0,9657.0,9676.0,9636.0,9836.0,9834.0,9885.0,9669.0,9677.0,9760.0,9984.0,9939.0,9977.0,9726.0,9773.0,9625.0,9769.0,9776.0,9574.0,9768.0,9667.0,
ALM201, 10, 9792, 9788.0,10351.0,9960.166666666666,9897.5,137.96551724137905,0.0,21.617733333333334,9866.0,9884.0,9803.0,9985.0,9904.0,9792.0,9848.0,9875.0,9792.0,10297.0,10351.0,9897.0,9883.0,9788.0,10314.0,9849.0,9847.0,10151.0,10115.0,9936.0,9940.0,10246.0,9909.0,9888.0,9790.0,9816.0,10030.0,10153.0,9898.0,9958.0,
ALM202, 10, 9933, 9926.0,10391.0,10116.733333333334,10134.5,86.03678160919537,0.0,24.109233333333336,10135.0,10120.0,10049.0,10314.0,9959.0,10164.0,9955.0,10144.0,10139.0,10096.0,10134.0,10161.0,10021.0,9992.0,10146.0,9931.0,10072.0,10167.0,10111.0,10205.0,10114.0,10155.0,10043.0,10192.0,10391.0,9926.0,10245.0,10001.0,10282.0,10138.0,
ALM300, 5, 8903, 8901.0,9190.0,8990.4,8983.5,54.39999999999995,0.0,64.94300000000001,8902.0,9067.0,8901.0,8914.0,9164.0,8983.0,8915.0,8903.0,8927.0,9031.0,8981.0,8987.0,8901.0,9190.0,8956.0,8969.0,8997.0,9008.0,9030.0,8976.0,8953.0,9051.0,8938.0,9019.0,8984.0,8996.0,8994.0,8958.0,9028.0,9089.0,
ALM301, 5, 8739, 8720.0,9064.0,8814.1,8799.0,54.90344827586222,0.0,64.0962,9010.0,8783.0,8776.0,8810.0,9064.0,8850.0,8770.0,8838.0,8720.0,8744.0,8790.0,8778.0,8957.0,8802.0,8798.0,8800.0,8778.0,8745.0,8739.0,8891.0,8848.0,8736.0,8828.0,8808.0,8812.0,8771.0,8769.0,8771.0,8800.0,8837.0,
ALM302, 5, 9091, 9081.0,9183.0,9113.4,9092.5,30.08275862068958,0.0,67.59193333333332,9092.0,9149.0,9121.0,9084.0,9089.0,9083.0,9090.0,9090.0,9172.0,9102.0,9140.0,9081.0,9183.0,9115.0,9090.0,9090.0,9174.0,9161.0,9093.0,9088.0,9153.0,9135.0,9091.0,9089.0,9084.0,9099.0,9124.0,9083.0,9170.0,9087.0,
ALM300, 10, 12355, 12344.0,12807.0,12545.333333333334,12570.5,143.49425287356317,0.0,59.57589999999998,12754.0,12351.0,12807.0,12381.0,12598.0,12640.0,12709.0,12419.0,12804.0,12437.0,12627.0,12754.0,12466.0,12355.0,12354.0,12352.0,12355.0,12755.0,12650.0,12608.0,12482.0,12592.0,12569.0,12700.0,12667.0,12354.0,12344.0,12490.0,12572.0,12414.0,
